order_id,products
501681,196
683215,15386 16797 18994 36792 23634 48109
1042197,33198 43631
1048642,29447
1089377,37449 9387 1263 23296 37728 23909 32156 3529 5077 33791
1808329,39046 24852 9387 10421 8501 34519
2315957,12993 6470
3101991,4210 3765
1011927,45066 37158 5547 28733 117 13176 30975
337083,33162 29126 8277
1294777,30850 5785 1695 24838 34146 40310 13757
841118,44632 16797 28613
2675040,9420
3227966,24852 33055 738
3278681,26165 10315 24184 37646 8021 7521 13176 41950
363951,37646 24852 22935 24221 18465 25890 35108 4920 34257
754982,28934 33120 42342 18027
2555756,27530 36107 32684 19384 41408 41950 47209
125596,30391 40706 14084 13176
2385443,41220 651 33055 30391 4942 16349 39275 9839 39928
1370958,42244 47766 43192 23909 13563
1657294,40332 48527 37776 33716 24891 31960 4697
2184521,21137 47766 13646 20574 44008
2985514,47759 49610 27861
1522140,19145 31964
2645979,13575 13176
472473,6182 18418
938627,27020 24852 36472 35321 5884
3075917,22025 18465 47167 27845 45767 29387 24852 38739 42342 1443
1296127,43136 6184 10326 31805
1340764,31429 37067
1110608,41220 6046
3321008,47209 19057 8859 18090 18234 41787 32647 10132 5550 45504 45537 43504
1969394,32807 47144 40706 24852 2855 5450
2888710,2078 47144 47209 5876
773865,12341 13176
381160,24852 40396 34530 44910 21614 15604 13176
3101227,38689 23794 13176
2536214,4274 9422 45303 23288 8986 27966 39748 329 48464 8021 3951 3957 6541 41375 39850 40396 24548 35815 40941
1205128,13249 3020 7781 5479 20327
3261558,1940 46676 30169 18523 4957 43369
3204816,21137 28946 24852 10518 30489 6046 38689 36011 28204 42828 27086 17758 9438 26209 17530
2117348,34691 45066 49683 5782 42013 11440 15290 9018 23102 3298 10479 495 21497 22395
1617157,15424
519926,38273 35715 6948 41774 33716 25146 11068 29117 21704 12872 40656 45537 11250 13176
2056525,47626 24852 35535 16249
1918434,44632 13176 35221 32227
2901678,44632
2045306,18078 34358 28985 18234 27966 46820 31717 6631 47209 13176 7673
2147986,24838 30233
3060946,6184 41787 3298 39408
3407379,47626 21009 9808 21077 41658 4799 47823 8424 25330 24852 45866 12099 36724
1867623,40120
1962886,48220 10337 15984 20114 24838 24852 13598 5479 10605 40310 13198
1353096,44632 5876 12545
2765130,14376 26209 14947 9390 46260 4799 21709 41716 39160 38689 28985 32578 18765 49520 13176 29066 44949 35221 43961 31188
1421648,37317 30827
94462,25890 12341 17334 19660
2427094,21137 23955 39605 19019 47209 13176 11512
2527225,38963 31683 18523 3298 37103 41338
2230153,11140 16167 26604
2223182,13176 12732
2422001,329 3957
3027120,30884 19660 38508 47766 13176
2587935,23687 41746 35761 9963
1595161,47766 38444 23341 49198 44987 8424
295330,39657
2998941,30233 28204 1463 18362 41556 5077 14197 13176
3394666,43545 46654 44632 19677 24852 43352 14715 29077 42450
1495057,32141 47197 19183
1467629,24852 36011 47965
2125448,24852 8228
754772,45066 10032 4289 19057
1671138,21903 19348 28824 49520 38772
1067011,48679 25138 21137 14491 43712 41665 5876 18176 12060 20327 32647 27531 33195 18362 25530 37335
845872,10246 49683 24852 31553 33352
2482115,27845
1553814,24830 5479
2277698,27662 44560 28204 13870 5194 43122 41588 30336 34448 26790 14553 29926 38662 24852 4920 5450 40826 17794 22935 16797 5547 25043 12756 32747 7156
2952008,16900 47626 45066 24852 15290 32211 18523 25824 33651
554687,26384 19348 31384 40348 14502 22093 30183 15719
1208162,47058
2045750,21137 24852 47766 24024 33754 39527 8174 33787 33788
1763330,47144 15950 18523 38051
295633,42244 39055 5785 37807
2067184,1940
3300198,21903 24852 47766 9886 24024 5212 38890 34428
564250,36929 47209 21137 13984 42244 17334
1355331,8277 24952 13176
2117922,17794 34530 48679 38383 16083
2546563,16696 10957
2976972,2210 23362 4210
2554945,8228 33010 12630
15069,37029 1194 36714 29996
154840,13062
609183,47626 4945 1377 29672 44910 47993
1947151,47766 25890 20842 13176 21903 432 37335
228004,25890 5550 46906 23909 38772
1182449,11777 46095 7185 33303 23579 47209 35951 5250 21137 26790 30382 30391 13517 13541 23270 5876 13052 37646 4920 5449 13176 27521 22935 47521 11688 33716 6104 13292 23029
3363938,24852
1400475,1463 8277 13269 48747 6508 48628 23543 13176
174564,21903 28824 35108 32691 27845 32465 1774 4605
2545308,11422 34483 13037 45396 39297 27629
2296434,2086 48679 26209 47209 39589 43692 41273 26940 13629 8021 33120 44422 21903 19366 22963 33731 17878 23029
485731,30720 36777 2994 4932 5450 32465 29036 15731
3039929,27910 4920
2254148,34825 49191 23687 33568
3075790,45066 47209 19811 432
1396448,41351 3594 15924 5077 34531 4985
1473365,12980
2940287,26209 47766 12456 27845 4945 10644 27086
1549692,11520
2325217,30776 17484 48246 21137 47766 11945 24852 25371 22825 27966 11090 7539 22908 895 8087
2541273,11520 21903 30391 43086 13176
1471319,11520 49683 24852
821767,11520 47626 49683 8277
3247393,22559 9779 11452 24852 39747 5450 37302 22990
803353,32605
2925083,24852
2415216,1688 42078 37371
268842,1463 27325 27086 22123 21616
3164954,18811
2904294,13843 4519 20676 26065
2102,45004 7252
1757084,19660 48370
3339723,32177 16616 26604
2476301,35951
275209,38944 8022
2730658,21137 24852 31635
1668584,30233 47144 22081 26209 22115 14467 16528 23233 5876 29447 22825 17706 16185 37792 33731 27086
2610659,46979 24964 47626 9020 18883 42059 25435 5212
101649,31040 16874 46900
3279561,22089
1409456,43086 16083 3957 8277
3271963,30776 17487 47209 27845 35072 4932 13176 48559 19894
1795022,27627
606093,22207 36164 3957 13176
3085914,47657 25670 45138 31883 27307 43734 356
1740989,44632 21137 24852 43352 4461 26604
847584,21903 47766 25890 13733 2480 2228
298144,24852
1236774,47441 12016
447205,21026 43568 26209 18019 13936 26742 46203 41176 41301 1368 15221 19836 16797 26553 32747 12782
517257,35221 27845 44632
1348990,47766 24852 2962 4605
499503,13829 7175 49683 45613 3631 39990 37959 21616 9339 21137 19625 28849 3765 43713 46802 21227 24852 42265 32030 38689 46906 41787 44359 42828 37220 9587 21376 21903 27104 38890 13807
1013350,21083 19046 31338 141 5785 7413 27413 13176 44948 40377 7104
2080473,33810 17948 8021 21903
2964077,13252
339879,28473
498425,46131
2643838,24852 9292
2501304,38433 27179 43112 12013 44799
25663,1194 24838 27966
2713268,26604
2374215,45588 28204 7860 48440 16696 7274 43884
1311214,32578 32664
2150696,24852 16797
866968,44566 22959 47031
1686853,11777 30233 28204 1103 18523 22124 5785 36011 25340 4366 24852 30489 44359 5450 4957 38772 37766 21903 5077 33754 41950 47087 33787
3395268,27521
2530580,24852 11422 10032 26312 43352
2665177,39947 43352 40396
2498681,37067 4210 49621 8087
2718074,21137 47766 27845 16083 24852 43352 21903
1462736,21903 14233 4149 13378 21573
1487744,11777 21137 36011 20842 36216
1091604,35503 26384 22825 23470
151160,26317
2191854,24964 41757 4781 27966 39108 9444 5876 4472
474352,19348 24852 39877
77547,33303 14651 5450 44479 10749
1859654,47626 49683 43565 21137 27801 19677 24852 40742 39719 41787 24427 40386 5077 42460 13806 39408
1889707,4605 47626 18828 21137 24852 44075 20785 35503 1463 26209 14947 47209 24561 19057 23165
2021717,2120 1117 28842 48415 38739 49509 20378 38318 5597 2015
2831742,20995 21903 24852 6292 47766 27156 48171 27966 24390 21194 42585 35045 18918 7398
987461,14891 44632 38543 19677 24852 4428 29077
2489813,48679 34217 6750 26209
1596847,6182 42938 27845 11989 6361 37103
432954,47626 34969 11520 38739 4983
208858,23178 21909
1549529,46346 24852 20762
3077697,36865 21137 24852 19348 15902 26283 47209 44142 23288
1060634,6184 10441 43744 39657 13176
3077777,14159
18836,43014 42723 22906 17805
2498258,2538
1203240,30088 21137 24852 47766 21813 4920 37067 42828 44375 43352 42585 26346 18926 30962 23543
1470317,20082 19208 5479 33135 34163 5115
672400,5785 10673 10468 32239
3059527,15386 2611 49215 46175 47209 19057 43122 9881 7344 5876 38679 8021 13176 4533 29116 38374 1511 39928
1940429,26644 12138
2625188,32140 21903 21137 24852 45 5077 7131 33120 26209 21614
2992086,13866 30274 45659 44156
2191395,46979 34358 4332
448643,4210 3765 5450
525914,9387
2743602,5134 40516 47209 35968 37067 46971 2994
2378962,17795 47626 28427 47890 20114 28577 29487 28985 18362 5450 46667 48205 36695 26209 29668 44142 7156 25332 24184
3300532,33572 14814 1017
1943335,13351 691 46979 21903 16797 44987
3116272,22802 37919
278608,17197 25466
1106834,24852
2269622,47626 8277 26209 18531 14947 16589 5450 21903 4605
2982511,6799 18465 22825 28715 28204 39228 13380
2803382,196 19660
419340,2360 13176
38414,29757 24643 43227
2399023,46990 39190 35883 8518 27344 8277 5479 21614 40063
260448,35467 47766 43295 48679 16218 13176
3165801,47141 24852
1376041,27288 14371 11712 27086
549695,21137 24852 27845 21709
2849947,11520 37646 2078 48559 23898 13176
744939,6184 19660 21137 4920
2131996,34466 32478
577333,39301 44177 49683 29851 5025 29487 13249 31066
2188642,43295 15399 47766 11452
531187,24852 432 46676 26856
2275009,43014 49683 2589 26706 38996 13447 46979
401458,26346
1703965,20015 9348 27845 11520 24852 17191 34244
2199028,34969 11989 16611 35072 4942 16234 38774
2066360,46363 29223 46632 32455 20940 22610 43352 38768 13176
835798,47626 49683 16797 25890 26165 4799 30169 26604 4086
3288976,2078 42913 36179 22242 10473
504202,11520 7559 5393 31257 24499 27845 40777 34276 13431
1357745,1546 47626 22035 49683 21543 39984 47672 35420 47209 21614 39578 37646 38689 29987 6962 46906 28476 27966 13176 46969 48600 6104 7649
3030889,28289 28946 24852 5077 1240 15200
196618,15902 48205 47242 24830 44860 48462 39275 16797
1395953,24852 432
2155442,47626 46654 14992 47766 28842 24852 27966 31553 25931 48559
1379341,4429 49026
2655905,47626 48395 49683 45007
2716227,37646 21137 24852 17044 5785 5450 14284 27086 15700 34262 2913 45156
1138744,130 5258 42447
1565986,33802 42536 24838 43436 39861 27086
1166431,45066 45106 46802 8424 24852 12125 22935
1019638,47626 40332 24852 21709
494762,11777 24838 24852 47766 48679
190974,47766 9387 43352 4451
2489382,37646 21137 22935 37067 47209 43768 10749
1453010,43154 46149 18023 13176
1374878,5258 14444
1162460,47626 31766 47136 4658 8758 34380 47209 22195 42239 11520 47912 27433 17706 41793 34163 13176 33214 34755 40396 36322
2500879,49235
2895461,43662 27966 20178 37496
150562,24852 46616 30635
138399,21267 24852 28204 32433 11576
1300457,24852 2240 13517 1117
2813598,40939
1780149,23288 24852 23322 3873 38200 24427 36206 3990 19904 42450
1127146,19348 47766
3199199,21137 24852 6104
2753852,40199 45066 44310 42265 18465 38689 1700 162 24891 27845 19019 5212 42342 35065
2509985,14897 33351 11422 27316 27362 777 24852 38233 34154 33176 40348 38318
1477231,37158 19311 39121 41842
212361,36885 11844 18502 36956 3698 17047 22233 7908 33007 43772 24852 7004 46941 33129 21376 26497 31683 43978 9718
1858445,21616 5015 24499 39928
3355375,36772 28849 25659 27845 42585 45788
2461485,24838 43014 45603 12341 25931 8277
445189,5258
1245357,27845 39180 28204 47087 35951 22035 24852
2422546,40910
1740160,26209 5818 23803 44799 24852 23909
576811,22935
3030848,13176 6184
91767,36534 19660 34658
243861,28985 46932 47209
1205857,45066 27966 49610
1198710,5760 10753 37797 37158 27960 329 18300 17149
25537,17706 47209 13176
138233,264 46817 33548 33791
1937871,21709
2266536,38273 21903 24852 47144 48186
464897,27662 7185 46616 20119 5785 23233 27344 44761 38164 11576 16185 44359 13646 22935 6046 25513 38827 45007 49131 26620
1951478,17794 35510 34126 27999 23165
1863656,47877
2933813,17419 22115 27247 5785 162 1463
176102,24838 21903 24852 45603 48559 4920 30776 20794 19660 4945 13176 39928
17795,39475
2761045,47626 24852 1700 14962
305025,34126
1798363,42475 43692
506327,44661 27845 4809 13560 34262
2224850,47209 24852 24964 21137 1463 7781 30391
1049179,44035 26122 21057 37442 5258 27325 19660 48848 14074 13598 43295 40295 24964 21903 25513 5564 45007 8174
1846846,47209
2447395,25384 582 10439 17756 758 23418
3338770,20818 26209
2040662,47626 8518 42828 16083 8277 47209 13176
1473110,21137 21938 38456 27845 13176 2295
3178655,432
1389433,31553 43352 5479 9076 28553 21903
1138404,23716 1940
1626894,12935 37158 36036
1609701,25138 49374 27744
690624,45961 47626 27829 20670 36315 20076 6646
2976290,40516 35968 47766 30391 42719 24830 40706 31533 329 32099 21903 22963 24561 10749
556494,41220 22035 11422 28476 8518 35939 26209 31717
2624157,38400 47626 26172 12980 9411 24852 8536 16797 45007
2061666,24518 4920 24852 40310 22006
129315,47626 28199 35951 41588 21137 31927 44765 40706 37646 30489 38689 10017 17706 27966 33120 3952 13176 46979 43961 33731 45007 48628 26620
1965259,22825 16797
3223816,31553 38689 27845 6631
2494694,33768 33198 10326
379990,18987
2561862,6182 19660 20186 48559
2829297,49026 24838 49683 24852 21174 27966 46667 41950 26209 24184
835024,37710
1045981,39947 2078 7781 5746 31964 329 22935 18370 10749
1633568,21903 47912 6347 48230
3382546,47787
1372909,18432 8730 19604 49354 17616 41178 44267 24852 46886 17758 48527 22959 10673 46522 8637 31215
2581617,11777 40706 27104 26604
1192377,47766 47823 39121 47990 46485
2124693,32655 21137 12601 19398 20842 10100 13176
3037657,31964
1414631,21137 12341 3265 39108 21572 196 13259 7131 11759
2988295,21019 36011 9387 39180 38689 20345 39877
3247185,47141 43352
2803987,42265 6184 19691 13176 35199
2147814,5467
959105,45066 47626 46175 41570 389 48004 32691
125362,6184 12899 33768
781597,16797 43352 13176
1177018,21137
3131736,46650 42625
4462,385 24748 4313
3369331,27845 43154
1065850,38672 5884
2578214,31651 21292 19887 25653
2460701,38777
2597851,35134
1568748,47626 45066 9743 26209 36011 24852 3880 37199 35193 32642 43409 16797 2982 33706 46515 45007
1368600,36865 45066 18465 45123 44632 35951 8309 47866 24852 6489 41950
1036924,29615 37212
84389,47766 33232 8802 9339
943869,39180 16797 38689 29987 28842 19508 4799
1437615,47766 35652 21616
2099030,13596 35578
2179010,37646 26209 1511 47209 5865
1396198,46979 6341 38662 3481 5876 37464
2905594,44632 35221 11712
656346,14852 24964 21903 20114 24852 28985 17600 33731 32465
1906354,30007 22620
1602759,24339 5025 38444 28985 30921
3399988,42252 7722 24235 11951 3529 46842
1065656,47626 17461 47209 21137 44008
1964355,5514 47766
2391848,24852 27423 1215 5077 25466
1023207,38689 42803 13176
3008942,2086 28204 46676 9825 47766 26790 20693 18656 17652 13560 30489 25890 31526 27966 5449 13646 42342 41844 10132 2966 16797 24499 49610 31701
2734623,25090 25513 33198 48070 23373 44632
3414666,27237 46842
808420,40332 34841 21288 32433 16953 49605 31564 5077 39275 4605
2933211,24852 30233 4942
2234752,5793
387279,32455
3371477,40939 20940 13176
2711831,8859 28427 24852
1783006,20842 31717
1751899,21376 38318 42731
2999954,3609 28199 27179 29767 44156 29309 49279 43693 44731 5819 39146 33548 43279 5917 30525 33090 42372 17807 19382 20418
802861,44359 7916 13176 857
2237206,24852 29471 12606 16797
1275547,21137 44949 38689 20785 42342 25837 40571
1990570,49026 21903 21137 24852 2979 27730 7515 26604 36848 17789
3354903,39491 14168
2328457,43295 28985 24964
3732,21616 21137 24852 3957 29077
2648170,21288 19660 39275
1634506,5690 24184 21137 5785 1695 19677 43768 25852 34565 24852 36165 3957 47011 25513 26047 29180
1641603,16414 6244 17008 762 8536 10648 13249
535571,5785 33572 40765 35907 35917 13807 13176
3173305,43014 44570 16797 25890 432 10305 19660 6104 8424 39928
3033098,27156 35939 47209 6774 48775 21137 46226 30391 32478 45842 20767 28985 10558 44359 8021 13176 24964 35213 21903 22935 17828 5031 45007 11729 27104 46049 28656
3177015,11776 44560 21137 1940 24852 36127 42803 691 27966 21709 36085
1439152,42504
2860001,37646 21903 24852 27966 32851 8424 39275 26604
2991290,27845
1922335,42500 28454 34789
2110945,14897 16249
1052475,17794 46979 21903 9104 20754 49683 14233 12576 22825 36011 28204 27959 28985 8638 8138 31315 34270 26209 9839 3957 20345
864551,24852 19691
891028,16415
2635303,46616 45866 18288 33754
2838766,8637 17123 5876
480816,16768
2989264,20995 47626 26128 30290 26209 47209 35951 39558 21137 8339 28849 18628 48332 4847 42768 18708 4376 27966 35140 3957 27509 13176 16772 1443 24489 31727
982311,21137 24852 40604 47144 5450 26209 30450
2145623,24852 48171
719639,36979
3331307,23296 27275 33548 24852 46616 39275 44156
1927291,17794 24964 46667
2604761,24852 14371 25013 11448 6586 33855 40656 9689 26620
1401099,11149
664482,49686 14947 23282 47868
974280,24852 36011
3138852,47626 21405 19660 38739
3246559,30744 38054 32465 35956
1955631,16920 27325 43968
1330998,33161 14346 45076 277 287 27710 36290 10957 24660 22108 6881
1420524,45066 30233 26209 47209 39055 21137 47792 30391 6873 19678 5876 17672 24852 42265 5450 3952 14702 16759 24964 21903 17835 10199 8174
2913605,40709 24964 21903
2528783,43122 5764 11422 24852 38704 35221 25513 5077 10749
3178856,16521 46906 13176
1767101,21890 33587 38456 11712 27086 16616 8053
2859638,8048 43352 31805
2459513,45570 47144 23594 28849 7503 7156
1168522,24852 40992 5450 43352
2128163,38415 8732 16419 13866 42562 26209 15472 45190 1217 25869 24852 19228 23020
2882639,46676 32360 21616 16570 29388 21227 40723 4920 8021 33120 44949 47526 16848
1459774,27695 14947 7781 48395 24852 5013 12258
2367480,24852 34167
2488101,41994 3599 13870 4658 47209 36127 4462 34262 2552
2562919,9825 28836 13535 1310 24535
1589388,31371 21903 47766 34969
2203788,16896 19057 18037 33401 21137 5450 13176 21903 10715
2241749,21903 21137 24852 20632 5785 39877 13646 27086 40571 33787
2126063,30233 17487 21137 47766 24838 24852 38689 22825 27086 39928
2251501,45570 17461
466908,34358 12872 14992 28842 4796 25931 5479 7021 890 31683 45007 16349
332425,2533 13176
18221,47626 45066 22035 44632 18523 21137 27845 24852 8087 15290
1823761,33198 5212
384477,33090 17634 432 24852 42495
2382810,48769 15780 6576
670950,5438
3324667,21903 20114 14870 49325 30011 4562 34270 5876
918310,45063 39947 30233 44632 47209 48745 10385 26790 36011 27845 49383 37646 24852 35628 1896 27521 24964 35221 11182 7156
1828958,47626 21903 14129 22227 13176
830712,19660
2774154,31562
301461,31634 29599 27966 44632 13176
2962303,1069 12381 44142 34969 20298
1390644,196 3061
24590,47626 21903 49683 24852 5144 8859 45007 46802 48726
225061,24964
2202820,8592 24852 38456 27845 25931 47209 117
1779196,5248 9477 7557
3084734,15902 38444 37940 8274 3389 10070
3195183,8414 1890 117
1225980,31635 20144 16182 30391 19677 19057 13176
1062949,21137 21938 10749
2762444,47626 11182 31717 47209 18159 28785 41212 10621
3038891,34824 5451
742472,21903
142885,28928 15008 44632 9598
1650443,21903 17902 13176
1318989,19660
2178647,39314 33198 18105 12392 41841 1402
2204335,11777 15892 44142 32381 14576 17704 12092 20327 10603 26505 40376
927527,19511
2458256,21526 9825 21137 19660 38689 27966 39275 11140 33198 43961
2796846,40078 3599 26790 4793 13113 2361 5077 47209 44910 35951 5876
1104293,5258 14233 37919 32689 6758 13176 8571
2456961,39947 25640 26209 14947 31915 16797 11712
299762,30720 41220 34448 21137 14486 28576 49075 15943 13646 9687 41950 48109 43376 13176
3393920,2078 117 17044 34044 5479
1784645,47766 28745
1872155,1179
938497,47766
2805092,37067 45840 29118
330763,769 20738 3298 30731 30764 38928 21903 46516 41276 23288 14715
453433,27690 17600
707982,47630 24852 35221 30489 5450 46676 8277 43122
2379246,47403 28985 35951 13176
434379,5782 16669 35752 15424 40174
1919458,43221
3196865,44371 26553
3034153,18465 49191 44632 13984 22238 43772 43789 17191 42828 15708 13807 26620
1715201,45066 40723 34969 18606 43221 35045 19820 21616
48096,43154 23909
1721484,12039
3019426,5785 28593
1291771,35951 24852 9550 27086
3194355,32842 27307 48335 46402 43352 16797 43967 5077
664509,23753
2659243,23695 40726 16185 47209 49131
1384815,40332 20119 26209 49520 42495
2268584,48142 30095 40592 7443 2974 47660 4399 32181 12606 41406 31964 36316 27246 49520 2038 48636
1787061,28204 46676 45167 21616 21137 34450 39589 42265 37687 27966 11617 13176 21903 33731 3020 33754 39928
966182,26915 17553 13176
756945,18811
15481,24852 4920 43209
3191580,8204 22610 21633 22695 222 31981 24413 29557 3963 1408 40338 22959 14788 36316
2501421,44042 25146 30352 23544 8898 44799 13303 1940
1838313,18963 42585 26209 32412 28849 28934 37646 31506 24852 30489 7461 28985 31553 42944 39928
1606174,26209 21137 7325 19660 49374 14084 5450 9047 13176 45948 17872
730272,10662 15273 31533 42445 20953 39276
2896261,27325 10957 6383 25931 21903 32684
1121074,47626 18465 44632 21616 34466 28849 30962 24852 13629 39877 32201 34282
3037875,25533 8021 14579 35958
42540,22035 13721 21533 43295 8490 35503 27845 35951 25466
3152300,45603 29116
773049,32134 25225 17421 43662 16665 25804 13263 24799 1890
594672,47626 7054 15290 4562 43352 44765 26209 41329 39922
581453,49235 21137 36550 47885 42768 30489 45368 27966 13176 24964 6046 32170 33198 21938 30169
1982041,24852 45633 41950 33124
2006218,21903 35221 22935 21405 21938 30391 30776 5973 35951 21616
2127821,17027 21903 45007
3374472,3732 24852 47766 36011 28204 1463 8424
1150033,21137 19660 39275
3219211,18987 14908 5223 10890 37543 25830 23909 3039 30696 13287
1909154,15976 24184 21115 14553 34063 33050 5923 36695 32684 26604 15860
1642204,14992 22035 27156 47766 22935 38313 17600 27845 48595 26842 18523 2295
165694,13113 47167 45767 20810 25043 18670
1245463,18818 15366
877115,24852 8859 8174 18288 27639
2243483,27360
3359350,25305 34668
1112078,31651 196 24135 49235 46061 45051
194032,21903 14992 30489 27845
1711795,781 21903 43768 1244 19057
401451,47626 38456 32915 196 33026 24852 33090 13194 39408 4605
3142378,39589 13176 36216
3000933,26882 40198 24852 16290 25890 35444 36086
1949781,4210 5114 24852 4942 43875 14211 24964 17794 21903 30169 43504
2226613,12456 13045 13176 17878
1389404,30391 23291 24852 5450 21903 32655 45007
1723235,47626 45106 49235 47209 21137 47766 16083 24799 8424 8956 49520 13176 16797 24024 12258
36939,5646 46667 42585 47766 28842 4799 46802 24489
3231114,44632 8324 47766 19677 24852 42265 27966 45416 3957
1746973,11520 14467 17553 12572 36011 6962 37947 10070 49533
1796965,20082
743480,14852 17484 2180 47766 17600 37067 35547 19678 40174 18200 22825 27966 5449 38734 31572 8022 28038 38313 22963 28132
2971662,43295 18218 5618
493695,22802
3222892,25 18465 42536 47144 35914 7781 47209 27247 40063 21137 39097 4844 260 24852 42265 26915 35108 38200 13113 46906 21903 37792 30135
2311945,14858 42101 40571 4317 4879 24852 21273 8475 38739 43352 33129 11123 45951 5077 30169
2753945,24964 49235
1804598,31003 169 30007 23256 22620 19055
3203452,24852 43295 8021 14947
1941120,6656 47626 34358 8424 42768 6948 25931 33623 13176 11182 1468 31717 7156
2829609,38928 19348 6184 196 37710 32478 8048 45051
2058656,42719 13176 10621
1088445,2113 25670
370140,28204 34862 16696 13176
3394676,27147 44177 43565 17356 33651 4988
2004133,39180 27845 46667 29387 5077 13176
1268873,22035 2078 17487 25197 37646 38689 32655
710982,10768 10545 12745
3308286,920
3301682,47766 34594 19660 27104 35045
270151,16797 13259 6615 33000
964604,18234
1635679,32403 1062 45234 42050 44245 23909 39276
817986,27845 13176
2239304,47209 22124 37646 21137 5077
1207772,6182 39984 19057 34429 35504 35510 5876 11520 22825 40761 31085 13176 14233 1463 45007 26090
1070427,49683
2764534,264 13966 47766 19734 40348 5025 37 18278 43886 12782 45681
2976291,8192 10514 21019 29474 35363 32935 9387 6187 34358 31801 329 31824 7781 49131 18811
3216844,35842 27683 32864 19057 47755 19611 39094 30391 27344 42768 8996 36676 23375 35168 42342 39275 5484 18288 3957 13176 21903 19348 19366 24575
2709277,9290 23248
532188,20530
1793741,34050 29307
827038,26428 30910 39397 30824
2628291,32293 23347 25513 17323
2039779,18805
2820907,22035 26165 24631 47209 24810 25588
937399,46372 13176
356391,9292 4347 40706 24852
3294949,21938 43961 24184 43768
3237277,24852 42265 4920 43086 19154 33754 18523 40826 33787
2956942,1194 10212 3957
1025976,24852 38444 13745
224261,4210
1152579,42360 666 17313 12341 8953
3407091,14364
153354,40706 23043 47766 42265 24363 13646 29270 36695 39275 13292 17530 46206
1527337,24852 47766 14372 17341 31683 2770 21601 39408 3318 21497
92696,42265 26620 9550
1275915,24852 2716 47029
996101,40706 49683 1940 24852 3631 33845 33590 27845 19019 11980 5456 24535 40571 2913 16617
38949,31238 35221 5782 16797 6052 21288 35762 6195 47818 47611
3115007,47626 24852 47766 2611
884070,38768
1375578,48716 43122 21137 34050 3957 34270 39928 48637
1832487,29373
1014115,43409 19348 9366 10403 18725 30252 27313 37940 14901 45622 34503
3298029,24852
23440,24852 47766
543535,16997
890190,12384 40310
754758,47766 24852 4942 22935
197414,21137 24852 47766 33572
3036561,196 17924 31846 21769
2996492,13166 13176
913341,21903 21137 24852 4508 26574 21616
265101,24852 47766 27966 43080 44910
3024952,24852 282 41408 44257 12916
3169527,12138 18261
2871883,47626 22035 21137 26317 8424 37646 40724 4920 13176 36216 19348 45013
1089787,14852 44632 32873 46226 28851 17678 15655 327 44359 44368 23909 26985 48491 9076 13176 45437 35221 44439 20377 36259 22952 15290 12745 5077 34262 9175 42969 8671 27104 23541
1817948,26369 27521 260 21903 32665 30391 39877 47209
3284771,11777 39560 21903 28204 12341 11712 24184 46676 26604 48628
919404,47626 18503 26209 22124 47766 28842 8424 42736 31717 32747
919756,27676
3416643,14852 27248 21137 41665 15078 47946 9558 46979 7644 13790
543612,47626 21903 19660 13176
987124,1511
1265392,47141 49198 16997 22672 29615 26040
1266956,38817 47141 24269 27240 8950
1069831,25 34 21553 30776 4821 24799 24838 26376 24852 28465 20785 14133 41844 21376 21903 49126
2566825,7559 27845 5451
3190657,11520
1368436,21903 32911 21137 2855 4781 1463 11884
771434,24852 48116
70503,21903 24852 28204 47209
638358,15950 11440 48364 17652 24852 37687 9018 5479 21938
3296122,2604 29603 14289
2432663,432 4210
501711,19057 17600 13166 36717 13176
3186016,18564 36011 42736 31562 20345 21903 5025 45535 26604
578588,24852 43205 14947
1754814,9348 39947 44632
2988914,9366 25830 12564 41453
719450,49235 9839 47734 49383 44828 329 42445 45007
274629,32655 35628 11068 27966 43086 34525
1915252,24838 31683 31433 33000 40174
2127378,46616 10749
125588,3599 35951 21616 21137 36724 42445
1618479,196 13176
634006,17122 41165 24852 28698 5212
1623556,21903
1053277,32650 21137 3873 3126 27325
486798,43858
3265564,24744 26309
1272548,47626 45066 20114 21709 44632 1117
1882904,7715 13176
1954019,46979 33065 27325
2541833,21137 24850 47672 28745
1971714,38400
6482,42731
1265041,9871 13176
2444733,16797 21292 42803 3265 19660
1523647,6184 42791
2961641,24489 27845 16083 24535 13176
2088155,8710 42504 48140 48679 32303 19511 46654 26209 47211 15995 42110 31371 21137 35986 10912 40645 23801 40706 14086 40723 22827 27966 43352 39275 27521 22935 26604 24561
2767705,32288 3690 32455
2603988,2966 21038 3896 34243 33000 13176
160626,10132
818816,17122 22882 10374 19604 25495
298005,24363
3212722,38662 44299 17938 13339 812 13646 7503 47209 44910 5886
651240,24852 49363
1371129,24838 37646 46906 17794
3050499,25199
242918,37611 49520
774861,47626 11123 12667
26697,34050 9839
766265,33120 25890 8518 21903
290407,13176 12667 11712 27104
455044,21903 22935 8518 27104
1674862,21616
822941,9411 7901
467635,29744 41277 14197 22395
1901279,30233 19057 21137 5785 44765 19677 34525 5876 39162 30489 7963 44397 36724 13176 31635 33198 7088 33731
1670298,17795 24852 47144
1269373,34050 40332 35727 19348 24852 13626 18747 42049 6340 10442 6887 3308 1146 21115
1475914,47766 2210 44632 14947 26620
1385519,20591 20339 13176
869901,16920 5535 40261 32211 17008
3184284,24852 34466 15780 21925 37158 4942 28632 42460 17518
1811426,47766 29905 28427 24852 23909 1940
3299608,17794 24964 23044 36619 43154 22935 40604 46650 45007 25949 47209 21616 13176
